date,news
2018-01-31,"Technology Sector Update for 01/31/2018: GIB,GIB-A.TO,ADP,SLAB,CMCM,CHKP"
2018-01-31,"Markets Rebound Bigly on ADP, Q4, SOTU"
2018-01-31,"Technology Sector Update for 01/31/2018: ADP,CMCM,CHKP"
2018-01-31,"Financial Sector Update for 01/31/2018: MKTX,SPG,CACC,ADP"
2018-01-31,Should You Buy Automatic Data Processing Inc (NASDAQ:ADP) For Its Dividend?
2018-01-31,"ADP Tops Q2 Earnings & Revenue Estimates, Raises '18 View"
2018-01-31,"ADP TotalSource Exceeds Half Million Worksite Employee Mark, Showing Continued Momentum in its Professional Employer Organization"
2018-01-31,"ADP Q2 Earnings & Revenues Top Estimates, Bookings Increased"
2018-01-31,"Technology Sector Update for 01/31/2018: MSFT, AAPL, IBM, CSCO, GOOG, CMCM, ADP, CHKP, SLAB"
2018-01-31,"ADP National Employment Report: Private Sector Employment Increased by 234,000 Jobs in January"
2018-01-31,ADP tops Street 2Q forecasts
2018-01-31,ADP's quarterly revenue rises 8 pct
2018-01-31,ADP Reports Second Quarter Fiscal 2018 Results
2018-01-31,Automatic Data Processing Q2 18 Earnings Conference Call At 8:30 AM ET
2018-01-31,ADP Raises FY18 Earnings Growth Outlook - Quick Facts
2018-01-31,Automatic Data Processing Inc. Announces Rise In Q2 Bottom Line
2018-01-30,"Pre-Market Earnings Report for January 31, 2018 :  BA, LLY, TMO, ANTM, EPD, ADP, SPG, JCI, SIRI, IR, ERIC, WEC"
2018-01-30,Vanguard Information Technology ETF Experiences Big Inflow
2018-01-30,International Business Machines a Top Socially Responsible Dividend Stock With 3.6% Yield (IBM)
2018-01-30,Why Earnings Season Could Be Great for Automatic Data Processing (ADP)
2018-01-30,"NelsonHall Identifies ADP a 2017 ""Leader"" in Payroll Services"
2018-01-29,HCM Dominance & PEO Revenues to Drive ADP's Q2 Earnings
2018-01-29,First Week of ADP March 16th Options Trading
2018-01-29,"ADP Earns Top 10 Ranking on WilsonHCG ""Fortune 500 Top 100 Employment Brands"" Report"
2018-01-25,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-24,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for January 25, 2018"
2018-01-24,Why International Business Machines is a Top 25 SAFE Dividend Stock (IBM)
2018-01-24,"MEDIA ALERT: January 2018 ADP National Employment Report(R), ADP Small Business Report(R) and ADP National Franchise Report(R) to be Released on WEDNESDAY, January 31, 2018"
2018-01-23,"Pershing Square lays off staff, Ackman to 'curtail' marketing and PR"
2018-01-22,"On heels of shaking Ackman campaign, ADP purchases N.Y.C. startup"
2018-01-22,"Agree To Purchase Automatic Data Processing At $97.50, Earn 2.4% Using Options"
2018-01-22,ADP Acquires WorkMarket to Further Extend Human Capital Management to Contingent Workers and Create More Agile and Inclusive Solutions for a Changing Workforce
2018-01-19,"ADP Celebrates Being Named to FORTUNE Magazine's 2018 ""World's Most Admired Companies"" List for 12 Years Straight"
2018-01-19,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-18,"XLK, TXN, PYPL, ADP: Large Inflows Detected at ETF"
2018-01-18,Rapport national sur l'emploi d'ADP Canada : On dénombre 7 100 pertes d'emploi en décembre 2017 dans l'ensemble du Canada.
2018-01-17,"Daily Dividend Report: FAST, O, VNO, OHI, ADP"
2018-01-17,ADP(R) Workforce Vitality Report Q4 2017 Shows Steady Wage Growth
2018-01-16,ADP Declares Regular Quarterly Dividend
2018-01-16,3 of the Best Trades for the Week
2018-01-16,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-14,How Paycom Plans to Take Over the Payroll Software Industry
2018-01-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-11,ADP Stock Could Have More Room to Rally
2018-01-11,Avis aux médias : Le Rapport national sur l'emploi d'ADP(R) pour le Canada de décembre 2017 sera publié le jeudi 18 janvier 2018
2018-01-11,"Media Alert: December 2017 ADP Canada National Employment Report to be released on Thursday, January 18, 2018"
2018-01-11,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-10,Elizabeth Warren's bill would thrash Equifax for another data breach
2018-01-10,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for January 11, 2018"
2018-01-10,"Florida Added 35,100 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-10,"California Added 30,100 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-10,"Texas Added 26,500 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-10,"Illinois Added 8,100 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-10,"New Jersey Added 4,900 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-10,"New York Added 11,800 Private Sector Jobs in December, According to ADP Regional Employment Report(R)"
2018-01-09,What Were Pershing Square’s Top Holdings in 3Q17?
2018-01-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-01-08,"Notable ETF Outflow Detected - QQQ, GOOG, ADP, MU"
2018-01-07,2 Top Stocks to Start 2018
2018-01-05,Automatic Data Processing Inc (ADP) President & CEO Carlos A Rodriguez Sold $11. ...
2018-01-05,Non-Farm Payroll Disappoints
2018-01-05,"Job Gains 148K: Worse than Expected, Better than It Seems"
2018-01-04,"Mid-Day Update: Record Highs Fueled by Bullish Labor Market Data; Dow Cracks 25,000"
2018-01-04,"ADP Brings 250K New Jobs, Better than Expected"
2018-01-04,ADP ADP Private Sector Payroll Read For December At 250K
2018-01-04,"ADP National Employment Report: Private Sector Employment Increased by 250,000 Jobs in December"
2018-01-03,YOUR MONEY-New U.S. tax law could impact paychecks by February
2018-01-02,YOUR MONEY-New U.S. tax law could impact paychecks by February
2018-01-02,Rise and Shine to a New Year of Trading
2018-01-02,What's Next Ahead of Q4 Earnings Season?
2018-01-02,What&apos;s Next Ahead of Q4 Earnings Season?
2018-01-02,"CSRA Inc. (CSRA) Ex-Dividend Date Scheduled for January 03, 2018"
